MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
2015,Maruti,Ertiga ZDI,Manual,"51,660 km",DieselWB-02,1st Owner,"₹6,08,000"
2017,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"93,051 km",DieselWB-02,1st Owner,"₹7,27,000"
2017,Maruti,Vitara Brezza VDI OPT,Manual,"38,041 km",DieselWB-18,1st Owner,"₹6,75,300"
2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"17,839 km",PetrolWB-08,1st Owner,"₹9,20,000"
2013,Ford,Ecosport 1.0 ECOBOOST TITANIUM,Manual,"59,813 km",PetrolWB-02,2nd Owner,"₹4,96,000"
2016,Hyundai,Creta 1.6 S,Manual,"70,714 km",PetrolWB-12,2nd Owner,"₹7,29,000"
2018,Hyundai,Creta 1.6 SX AT CRDI,Automatic,"56,907 km",DieselWB-08,1st Owner,"₹10,40,000"
2021,Hyundai,VENUE 1.0L Turbo GDI SX(O) MT,Manual,"24,432 km",PetrolWB-18,1st Owner,"₹9,18,000"
2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"74,529 km",DieselWB-02,1st Owner,"₹4,24,200"
2020,Tata,NEXON XZA+ (O) 1.5  RTQ,Automatic,"73,072 km",DieselWB-18,1st Owner,"₹11,45,000"
2019,Mahindra,Thar CRDI 4x4 6str AC,Manual,"12,969 km",DieselWB-96,2nd Owner,"₹7,99,000"
2018,Hyundai,Creta 1.6 SX AT CRDI,Automatic,"37,630 km",DieselWB-08,1st Owner,"₹10,98,000"
2021,Tata,NEXON XZ+ SUNROOF 1.2 RTN,Manual,"6,555 km",PetrolWB-26,1st Owner,"₹10,03,000"
2020,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Automatic,"15,344 km",PetrolWB-08,1st Owner,"₹9,16,200"
2018,Mahindra,TUV300 T 10 MT Dual Tone,Manual,"76,226 km",DieselWB-10,1st Owner,"₹6,85,000"
2020,KIA,SELTOS 1.5 GTX+ AT,Automatic,"67,419 km",DieselWB-12,1st Owner,"₹14,18,000"
2019,KIA,SELTOS GTK 1.4 GDI PETROL,Manual,"25,481 km",PetrolWB-24,1st Owner,"₹11,46,000"
2017,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"69,342 km",DieselWB-26,1st Owner,"₹6,38,000"
2019,Mahindra,XUV500 W9,Manual,"7,727 km",DieselWB-20,1st Owner,"₹13,41,000"
2020,Maruti,Vitara Brezza VDI,Manual,"51,689 km",DieselWB-24,1st Owner,"₹7,93,000"
2018,Honda,Jazz 1.2 SV MT,Manual,"34,640 km",PetrolWB-06,1st Owner,"₹5,34,000"
2019,Honda,City SV MT PETROL,Manual,"13,434 km",PetrolWB-02,2nd Owner,"₹7,26,000"
2018,Jeep,Compass LIMITED (O) 2.0,Manual,"47,631 km",DieselWB-26,2nd Owner,"₹11,77,000"
2021,Mahindra,MARAZZO M2 8 STR,,"9,238 km",DieselWB-20,1st Owner,"₹11,16,000"
2018,Hyundai,Verna 1.6 SX VTVT,Manual,"11,113 km",PetrolGJ-01,1st Owner,"₹9,18,000"
2017,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"70,931 km",PetrolGJ-15,1st Owner,"₹6,67,000"
2020,Honda,City VX CVT PETROL,Automatic,"29,942 km",PetrolGJ-21,1st Owner,"₹10,94,000"
2019,Honda,Amaze 1.2 V CVT I VTEC,Automatic,"63,997 km",PetrolGJ-01,1st Owner,"₹7,30,000"
2018,Maruti,Ciaz ZETA 1.4 VVT,Manual,"56,813 km",PetrolGJ-01,1st Owner,"₹8,01,000"
2014,Honda,City V MT PETROL,Manual,"87,389 km",PetrolKA-20,2nd Owner,"₹5,40,000"
2017,Honda,City ZX CVT,Automatic,"75,083 km",PetrolGJ-01,1st Owner,"₹9,15,000"
2018,Honda,City V MT PETROL,Manual,"67,328 km",PetrolGJ-27,1st Owner,"₹7,87,000"
2017,Maruti,Ciaz ZETA 1.4 VVT AMT,Automatic,"63,044 km",PetrolGJ-01,1st Owner,"₹7,39,000"
2018,Honda,City ZX CVT,Automatic,"11,532 km",PetrolGJ-06,1st Owner,"₹11,17,000"
2020,Volkswagen,Vento COMFORTLINE 1.0 TSI MT,Manual,"69,511 km",PetrolGJ-24,2nd Owner,"₹9,34,000"
2019,Maruti,Dzire ZDI AMT,Automatic,"68,939 km",DieselGJ-27,2nd Owner,"₹7,70,000"
2018,Honda,City ZX CVT,Automatic,"46,363 km",PetrolGJ-06,1st Owner,"₹11,81,000"
2017,Hyundai,Xcent E PLUS,Manual,"94,469 km",PetrolGJ-02,1st Owner,"₹5,18,000"
2022,Honda,Amaze 1.2 VXMT I VTEC,Manual,"3,656 km",PetrolGJ-01,1st Owner,"₹8,88,000"
2015,Hyundai,Xcent BASE 1.2,Manual,"64,000 km",Petrol + CNGGJ-15,3rd Owner,"₹4,37,000"
2013,Volkswagen,Vento HIGHLINE PETROL,Manual,"97,393 km",PetrolGJ-01,1st Owner,"₹4,23,000"
2018,Skoda,Rapid 1.5 TDI MT AMBITION,Manual,"94,509 km",DieselGJ-38,1st Owner,"₹7,23,000"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"65,740 km",PetrolGJ-18,1st Owner,"₹6,58,000"
2020,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"15,819 km",PetrolGJ-01,1st Owner,"₹10,04,000"
2019,Honda,Amaze 1.2 V MT I-VTEC,Manual,"44,868 km",Petrol + CNGGJ-18,3rd Owner,"₹6,50,000"
2017,Honda,City VX CVT PETROL,Automatic,"74,969 km",PetrolGJ-38,1st Owner,"₹8,54,000"
2020,Honda,Civic VX CVT i-VTEC,Automatic,"42,272 km",PetrolGJ-01,1st Owner,"₹14,47,000"
2020,Honda,City VX CVT PETROL,Automatic,"13,069 km",PetrolGJ-06,1st Owner,"₹12,37,000"
2022,Volkswagen,Vento HIGHLINE PLUS 1.0 TSI AT,Automatic,"4,265 km",PetrolGJ-01,1st Owner,"₹15,15,000"
2017,Honda,City ZX MT I-DTEC,Manual,"60,780 km",DieselGJ-18,1st Owner,"₹8,91,000"
2017,Maruti,Dzire VXI,Manual,"77,998 km",PetrolMH-02,1st Owner,"₹5,97,000"
2018,Hyundai,Xcent S 1.2,Manual,"81,353 km",Petrol + CNGGJ-14,1st Owner,"₹5,58,000"
2020,Maruti,Dzire VXI,Manual,"18,659 km",PetrolGJ-01,1st Owner,"₹6,95,000"
2017,Honda,City VX MT PETROL,Manual,"13,947 km",PetrolGJ-01,1st Owner,"₹8,97,000"
2020,Hyundai,Verna SX (O) TURBO GDI AT,Automatic,"31,651 km",PetrolGJ-27,1st Owner,"₹12,43,000"
2017,Maruti,Dzire VXI AMT,Automatic,"64,368 km",PetrolGJ-01,1st Owner,"₹5,98,000"
2021,Hyundai,AURA S CNG,Manual,"54,509 km",Petrol + CNGGJ-18,1st Owner,"₹7,52,000"
2021,Maruti,Ciaz ALPHA 1.5 AT SHVS,Manual,"7,463 km",PetrolGJ-01,1st Owner,"₹12,04,000"
2014,Honda,City SV CVT PETROL,Automatic,"32,057 km",PetrolGJ-01,2nd Owner,"₹5,65,000"
2019,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"26,834 km",PetrolGJ-06,3rd Owner,"₹5,26,000"
2017,Hyundai,Verna 1.6 SX VTVT,Manual,"88,909 km",PetrolGJ-01,2nd Owner,"₹7,02,000"
2018,Hyundai,Verna 1.6 SX VTVT,Manual,"11,113 km",PetrolGJ-01,1st Owner,"₹9,18,000"
2017,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"70,931 km",PetrolGJ-15,1st Owner,"₹6,67,000"
2020,Honda,City VX CVT PETROL,Automatic,"29,942 km",PetrolGJ-21,1st Owner,"₹10,94,000"
2019,Honda,Amaze 1.2 V CVT I VTEC,Automatic,"63,997 km",PetrolGJ-01,1st Owner,"₹7,30,000"
2018,Hyundai,Verna 1.6 SX VTVT,Manual,"11,113 km",PetrolGJ-01,1st Owner,"₹9,18,000"
2018,Honda,City V MT PETROL,Manual,"67,328 km",PetrolGJ-27,1st Owner,"₹7,87,000"
2018,Maruti,Ciaz ZETA 1.4 VVT,Manual,"56,813 km",PetrolGJ-01,1st Owner,"₹8,01,000"
2017,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"70,931 km",PetrolGJ-15,1st Owner,"₹6,67,000"
2017,Maruti,Ciaz ZETA 1.4 VVT AMT,Automatic,"63,044 km",PetrolGJ-01,1st Owner,"₹7,39,000"
2015,Honda,City VX CVT PETROL,Automatic,"51,469 km",PetrolGJ-01,2nd Owner,"₹7,37,000"
2018,Tata,TIGOR XZ 1.2 REVOTRON,Manual,"36,989 km",PetrolGJ-27,2nd Owner,"₹5,20,000"
2017,Volkswagen,Vento 1.2 TSI HIGHLINE PLUS AT,Automatic,"85,502 km",PetrolGJ-01,1st Owner,"₹7,63,000"
2018,Volkswagen,Vento HIGHLINE PLUS TDI AT,Automatic,"78,458 km",DieselGJ-01,1st Owner,"₹9,05,000"
2021,Volkswagen,Vento COMFORTLINE 1.0 TSI MT,Manual,"23,049 km",PetrolGJ-01,1st Owner,"₹8,51,000"
2019,Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,"87,829 km",DieselGJ-18,2nd Owner,"₹9,18,000"
2020,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"86,283 km",PetrolGJ-23,1st Owner,"₹9,50,000"
2019,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"60,459 km",PetrolGJ-01,1st Owner,"₹8,05,000"
2018,Honda,City SV MT EDGE EDITION PETROL,Manual,"76,317 km",PetrolGJ-06,2nd Owner,"₹7,13,000"
2021,Honda,City ZX MT PETROL,Manual,"20,518 km",PetrolGJ-38,1st Owner,"₹12,70,000"
2020,Hyundai,AURA SX+ AT 1.2CRDI,Automatic,"32,926 km",DieselGJ-01,1st Owner,"₹9,61,000"
2021,Hyundai,AURA SX+ AT 1.2CRDI,Automatic,"30,548 km",DieselGJ-38,1st Owner,"₹8,71,000"
2018,Honda,City VX CVT PETROL,Automatic,"62,033 km",PetrolGJ-01,1st Owner,"₹8,89,000"
2012,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"77,108 km",PetrolGJ-06,2nd Owner,"₹3,56,000"
2013,Honda,Brio 1.2 S MT I VTEC,Manual,"59,642 km",PetrolGJ-01,3rd Owner,"₹3,52,000"
2018,Maruti,Baleno ALPHA PETROL 1.2,Manual,"37,106 km",PetrolGJ-01,1st Owner,"₹5,94,000"
2014,Maruti,Wagon R 1.0 VXI,Manual,"81,945 km",PetrolGJ-06,2nd Owner,"₹3,47,000"
2018,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"41,807 km",PetrolPB-02,1st Owner,"₹4,93,000"
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"23,332 km",PetrolGJ-01,1st Owner,"₹5,14,000"
2013,Hyundai,Eon ERA PLUS,Manual,"49,241 km",PetrolGJ-01,1st Owner,"₹2,56,000"
2017,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"53,475 km",PetrolGJ-01,1st Owner,"₹5,48,000"
2021,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"3,783 km",PetrolGJ-06,1st Owner,"₹8,90,000"
2018,Maruti,Swift VXI,Manual,"17,157 km",PetrolGJ-01,1st Owner,"₹6,01,000"
2015,Maruti,Swift VXI,Manual,"43,828 km",PetrolRJ-14,1st Owner,"₹4,29,000"
2019,Maruti,Alto K10 VXI,Manual,"34,130 km",PetrolGJ-38,1st Owner,"₹3,81,000"
2022,Maruti,Celerio VXI,Manual,"2,675 km",PetrolGJ-38,1st Owner,"₹5,95,000"
2021,Maruti,Alto VXI,Manual,"10,575 km",PetrolGJ-18,1st Owner,"₹4,50,000"
2018,Honda,Jazz 1.2 V MT,Manual,"43,882 km",PetrolGJ-01,1st Owner,"₹5,90,000"
2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"23,864 km",PetrolGJ-06,1st Owner,"₹5,75,000"
2021,Maruti,Alto LXI CNG,Manual,"40,909 km",Petrol + CNGGJ-01,1st Owner,"₹4,66,000"
2021,Honda,Jazz VX 1.2 CVT,Automatic,"8,741 km",PetrolGJ-23,1st Owner,"₹9,27,000"
2022,Maruti,Alto LXI OPT,Manual,"4,220 km",PetrolGJ-23,1st Owner,"₹4,19,000"
2012,Hyundai,i10 ERA 1.1 IRDE,Manual,"37,961 km",PetrolGJ-01,1st Owner,"₹2,88,000"
2020,Maruti,Baleno ZETA PETROL 1.2,Manual,"34,682 km",PetrolGJ-06,1st Owner,"₹7,44,000"
2020,Maruti,S PRESSO VXI PLUS,Manual,"8,465 km",PetrolGJ-03,2nd Owner,"₹4,24,000"
2015,Maruti,Alto 800 LXI,Manual,"25,017 km",PetrolGJ-06,1st Owner,"₹2,69,699"
2020,Volkswagen,Polo HIGH LINE PLUS 1.0,Manual,"40,972 km",PetrolGJ-18,1st Owner,"₹7,46,000"
2018,Hyundai,Elite i20 ASTA 1.2,Manual,"42,293 km",PetrolGJ-38,1st Owner,"₹6,96,000"
2017,Hyundai,Eon MAGNA PLUS,Manual,"33,596 km",PetrolGJ-01,1st Owner,"₹3,00,599"
2022,Maruti,S PRESSO VXI PLUS AGS,Automatic,"6,486 km",PetrolGJ-01,1st Owner,"₹5,58,000"
2018,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"59,568 km",PetrolGJ-01,1st Owner,"₹7,18,000"
2021,Maruti,Swift VXI,Manual,"13,668 km",PetrolGJ-06,1st Owner,"₹7,00,000"
2015,Hyundai,Elite i20 ASTA 1.2,Manual,"64,949 km",PetrolGJ-01,1st Owner,"₹5,91,000"
2012,Hyundai,i20 MAGNA O 1.2,Manual,"78,436 km",PetrolGJ-01,2nd Owner,"₹3,71,000"
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"63,688 km",Petrol + CNGGJ-27,1st Owner,"₹5,04,000"
2019,Maruti,Alto LXI,Manual,"14,076 km",PetrolGJ-15,1st Owner,"₹3,88,000"
2021,Maruti,Alto LXI,Manual,"8,075 km",PetrolGJ-27,1st Owner,"₹4,00,000"
2019,Maruti,Baleno DELTA 1.2 K12,Manual,"16,731 km",PetrolGJ-01,2nd Owner,"₹6,50,000"
2018,Honda,Jazz 1.2 V MT,Manual,"24,573 km",PetrolGJ-06,1st Owner,"₹6,04,000"
2020,Maruti,New  Wagon-R VXI 1.2L,Manual,"19,813 km",PetrolGJ-05,1st Owner,"₹5,46,000"
2019,Renault,Kwid RXL,Manual,"19,711 km",PetrolGJ-18,1st Owner,"₹4,14,000"
2017,Maruti,Alto 800 VXI,Manual,"15,529 km",PetrolGJ-15,2nd Owner,"₹3,03,000"
2019,Maruti,Alto LXI CNG,Manual,"75,180 km",Petrol + CNGGJ-09,1st Owner,"₹4,24,000"
2020,Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,Manual,"15,002 km",PetrolGJ-01,1st Owner,"₹7,93,000"
2022,KIA,CARENS LUXURY PLUS 1.5D AT 7STR,,"15,500 km",DieselGJ-04,1st Owner,"₹18,38,000"
2017,Hyundai,New Elantra 2.0 SX (O) MT,Manual,"85,649 km",PetrolGJ-38,1st Owner,"₹10,40,000"
2019,Hyundai,New Elantra SX PETROL AT,Automatic,"31,995 km",PetrolGJ-18,1st Owner,"₹13,73,000"
2017,Hyundai,New Elantra 2.0 SX AT,Automatic,"42,545 km",PetrolGJ-06,1st Owner,"₹10,74,000"
2017,Toyota,Corolla Altis VL AT,Automatic,"96,018 km",Petrol + CNGGJ-01,3rd Owner,"₹11,23,000"
2014,Toyota,Corolla Altis VL AT,Automatic,"94,919 km",PetrolGJ-01,2nd Owner,"₹7,03,000"
2018,Skoda,Octavia LK 1.8 TSI AT,Automatic,"62,284 km",PetrolGJ-01,1st Owner,"₹16,32,000"
2017,Jeep,Compass 2.0 LIMITED 4*2,Manual,"1,49,112 km",DieselGJ-05,1st Owner,"₹9,18,000"
2017,Audi,Q3 30TFSI Premium Plus,Automatic,"67,769 km",PetrolGJ-01,1st Owner,"₹18,01,000"
2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"62,507 km",DieselGJ-05,2nd Owner,"₹11,10,000"
2018,Jeep,Compass 2.0 LONGITUDE,Manual,"89,187 km",DieselGJ-06,2nd Owner,"₹11,19,000"
2019,Jeep,Compass TRAILHAWK 2.0  AT 4X4,Automatic,"84,620 km",DieselGJ-01,1st Owner,"₹19,47,000"
2017,Jeep,Compass 2.0 SPORT,Manual,"44,975 km",DieselGJ-20,2nd Owner,"₹11,25,000"
2019,Jeep,Compass SPORT PLUS PETROL,Manual,"10,710 km",PetrolGJ-01,1st Owner,"₹12,83,000"
2019,Ford,Endeavour 2.2l 4X2 MT Titanium,Manual,"94,312 km",DieselGJ-02,1st Owner,"₹24,36,000"
2019,Jeep,Compass SPORT PLUS PETROL,Manual,"33,867 km",PetrolGJ-18,1st Owner,"₹12,24,000"
2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"50,109 km",DieselGJ-12,1st Owner,"₹11,61,000"
2020,Volkswagen,Vento COMFORTLINE 1.0 TSI MT,Manual,"69,511 km",PetrolGJ-24,2nd Owner,"₹9,34,000"
2018,Honda,City ZX CVT,Automatic,"11,532 km",PetrolGJ-06,1st Owner,"₹11,17,000"
2019,Maruti,Dzire ZDI AMT,Automatic,"68,939 km",DieselGJ-27,2nd Owner,"₹7,70,000"
2018,Skoda,Rapid 1.5 TDI MT AMBITION,Manual,"94,509 km",DieselGJ-38,1st Owner,"₹7,23,000"
2015,Hyundai,Xcent BASE 1.2,Manual,"64,000 km",Petrol + CNGGJ-15,3rd Owner,"₹4,37,000"
2013,Volkswagen,Vento HIGHLINE PETROL,Manual,"97,393 km",PetrolGJ-01,1st Owner,"₹4,23,000"
2020,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"15,819 km",PetrolGJ-01,1st Owner,"₹10,04,000"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"65,740 km",PetrolGJ-18,1st Owner,"₹6,58,000"
2022,Honda,Amaze 1.2 VXMT I VTEC,Manual,"3,656 km",PetrolGJ-01,1st Owner,"₹8,88,000"
2018,Honda,City ZX CVT,Automatic,"46,363 km",PetrolGJ-06,1st Owner,"₹11,81,000"
2017,Hyundai,Xcent E PLUS,Manual,"94,469 km",PetrolGJ-02,1st Owner,"₹5,18,000"
2019,Tata,TIGOR XZ 1.2 REVOTRON,Manual,"10,370 km",PetrolGJ-06,1st Owner,"₹6,27,000"
2019,Volkswagen,Vento HIGHLINE DIESEL,Manual,"78,096 km",DieselGJ-18,1st Owner,"₹8,47,000"
2018,Volkswagen,Vento HIGHLINE TDI AT,Automatic,"53,682 km",DieselGJ-01,1st Owner,"₹9,36,000"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"24,513 km",PetrolGJ-27,1st Owner,"₹6,67,000"
2016,Hyundai,Xcent S 1.2,Manual,"91,974 km",PetrolGJ-01,1st Owner,"₹5,25,000"
2019,Honda,City V CVT,Automatic,"91,438 km",Petrol + CNGGJ-01,1st Owner,"₹8,71,000"
2018,Maruti,Dzire VXI,Manual,"50,370 km",PetrolGJ-01,2nd Owner,"₹6,68,000"
2018,Honda,City ZX CVT,Automatic,"50,429 km",PetrolGJ-01,1st Owner,"₹10,85,000"
2016,Volkswagen,Vento HIGHLINE PETROL,Manual,"75,117 km",PetrolGJ-18,1st Owner,"₹6,21,000"
2019,Honda,Amaze 1.2 V MT I-VTEC,Manual,"44,868 km",Petrol + CNGGJ-18,3rd Owner,"₹6,50,000"
2017,Honda,City VX CVT PETROL,Automatic,"74,969 km",PetrolGJ-38,1st Owner,"₹8,54,000"
2020,Honda,Civic VX CVT i-VTEC,Automatic,"42,272 km",PetrolGJ-01,1st Owner,"₹14,47,000"
2022,Volkswagen,Vento HIGHLINE PLUS 1.0 TSI AT,Automatic,"4,265 km",PetrolGJ-01,1st Owner,"₹15,15,000"
2017,Maruti,Dzire VXI AMT,Automatic,"64,368 km",PetrolGJ-01,1st Owner,"₹5,98,000"
2021,Hyundai,AURA S CNG,Manual,"54,509 km",Petrol + CNGGJ-18,1st Owner,"₹7,52,000"
2017,Honda,City VX MT PETROL,Manual,"13,947 km",PetrolGJ-01,1st Owner,"₹8,97,000"
2017,Maruti,Dzire VXI,Manual,"77,998 km",PetrolMH-02,1st Owner,"₹5,97,000"
2019,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"26,834 km",PetrolGJ-06,3rd Owner,"₹5,26,000"
2020,Maruti,Dzire VXI,Manual,"18,659 km",PetrolGJ-01,1st Owner,"₹6,95,000"
2017,Hyundai,Verna 1.6 SX VTVT,Manual,"88,909 km",PetrolGJ-01,2nd Owner,"₹7,02,000"
2018,Hyundai,Xcent S 1.2,Manual,"81,353 km",Petrol + CNGGJ-14,1st Owner,"₹5,58,000"
2021,Maruti,Ciaz ALPHA 1.5 AT SHVS,Manual,"7,463 km",PetrolGJ-01,1st Owner,"₹12,04,000"
2014,Honda,City SV CVT PETROL,Automatic,"32,057 km",PetrolGJ-01,2nd Owner,"₹5,65,000"
2020,Hyundai,Verna SX (O) TURBO GDI AT,Automatic,"31,651 km",PetrolGJ-27,1st Owner,"₹12,43,000"
2015,Honda,City VX CVT PETROL,Automatic,"51,469 km",PetrolGJ-01,2nd Owner,"₹7,37,000"
2018,Tata,TIGOR XZ 1.2 REVOTRON,Manual,"36,989 km",PetrolGJ-27,2nd Owner,"₹5,20,000"
2017,Volkswagen,Vento 1.2 TSI HIGHLINE PLUS AT,Automatic,"85,502 km",PetrolGJ-01,1st Owner,"₹7,63,000"
2018,Volkswagen,Vento HIGHLINE PLUS TDI AT,Automatic,"78,458 km",DieselGJ-01,1st Owner,"₹9,05,000"
2021,Volkswagen,Vento COMFORTLINE 1.0 TSI MT,Manual,"23,049 km",PetrolGJ-01,1st Owner,"₹8,51,000"
2019,Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,"87,829 km",DieselGJ-18,2nd Owner,"₹9,18,000"
2020,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"86,283 km",PetrolGJ-23,1st Owner,"₹9,50,000"
2019,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"60,459 km",PetrolGJ-01,1st Owner,"₹8,05,000"
2022,KIA,CARENS LUXURY PLUS 1.5D AT 7STR,,"15,500 km",DieselGJ-04,1st Owner,"₹18,38,000"
2021,Mahindra,XUV 3OO W8 DIESEL MT,,"33,888 km",DieselGJ-01,1st Owner,"₹13,18,000"
2022,Mahindra,XUV 3OO W6 AT,,"4,339 km",DieselGJ-01,1st Owner,"₹11,78,000"
2020,Mahindra,XUV 3OO W8 DIESEL AT,,"55,859 km",DieselGJ-01,1st Owner,"₹10,33,000"
2021,Mahindra,XUV 3OO W8(O),Manual,"68,053 km",DieselGJ-06,1st Owner,"₹10,88,000"
2017,Jeep,Compass 2.0 LIMITED 4*2,Manual,"1,49,112 km",DieselGJ-05,1st Owner,"₹9,18,000"
2017,Audi,Q3 30TFSI Premium Plus,Automatic,"67,769 km",PetrolGJ-01,1st Owner,"₹18,01,000"
2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"62,507 km",DieselGJ-05,2nd Owner,"₹11,10,000"
2019,Jeep,Compass SPORT PLUS PETROL,Manual,"33,867 km",PetrolGJ-18,1st Owner,"₹12,24,000"
2019,Ford,Endeavour 2.2l 4X2 MT Titanium,Manual,"94,312 km",DieselGJ-02,1st Owner,"₹24,36,000"
2019,Jeep,Compass TRAILHAWK 2.0  AT 4X4,Automatic,"84,620 km",DieselGJ-01,1st Owner,"₹19,47,000"
2017,Jeep,Compass 2.0 SPORT,Manual,"44,975 km",DieselGJ-20,2nd Owner,"₹11,25,000"
2019,Jeep,Compass SPORT PLUS PETROL,Manual,"10,710 km",PetrolGJ-01,1st Owner,"₹12,83,000"
2018,Jeep,Compass 2.0 LONGITUDE,Manual,"89,187 km",DieselGJ-06,2nd Owner,"₹11,19,000"
2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"50,109 km",DieselGJ-12,1st Owner,"₹11,61,000"
2017,Hyundai,New Elantra 2.0 SX (O) MT,Manual,"85,649 km",PetrolGJ-38,1st Owner,"₹10,40,000"
2019,Hyundai,New Elantra SX PETROL AT,Automatic,"31,995 km",PetrolGJ-18,1st Owner,"₹13,73,000"
2017,Hyundai,New Elantra 2.0 SX AT,Automatic,"42,545 km",PetrolGJ-06,1st Owner,"₹10,74,000"
2017,Toyota,Corolla Altis VL AT,Automatic,"96,018 km",Petrol + CNGGJ-01,3rd Owner,"₹11,23,000"
2014,Toyota,Corolla Altis VL AT,Automatic,"94,919 km",PetrolGJ-01,2nd Owner,"₹7,03,000"
2017,Toyota,Corolla Altis VL AT,Automatic,"96,018 km",Petrol + CNGGJ-01,3rd Owner,"₹11,23,000"
2021,Nissan,MAGNITE XV  TURBO MT,Manual,"20,208 km",PetrolGJ-01,1st Owner,"₹8,47,000"
2018,Honda,WR-V 1.2 i-VTEC S MT,Manual,"13,134 km",PetrolGJ-01,1st Owner,"₹7,37,000"
2020,MG,HECTOR SHARP DCT PETROL,Automatic,"17,482 km",PetrolGJ-06,1st Owner,"₹15,59,000"
2021,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,719 km",PetrolGJ-27,1st Owner,"₹5,31,000"
2019,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"65,225 km",PetrolGJ-01,1st Owner,"₹6,96,000"
2021,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,619 km",PetrolGJ-06,1st Owner,"₹5,31,000"
2021,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"22,794 km",PetrolGJ-06,1st Owner,"₹9,07,000"
2021,Tata,Safari XT 2.0 KRYOTEC,Manual,"11,901 km",DieselGJ-06,1st Owner,"₹16,14,000"
2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"9,054 km",PetrolGJ-06,1st Owner,"₹9,04,000"
2014,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"41,203 km",DieselGJ-12,2nd Owner,"₹7,05,000"
2019,Maruti,Vitara Brezza ZDI,Manual,"64,483 km",DieselGJ-38,2nd Owner,"₹8,32,000"
2018,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Automatic,"73,688 km",PetrolGJ-18,1st Owner,"₹8,60,000"
2021,Mahindra,XUV500 W7 FWD,Manual,"22,626 km",DieselGJ-01,1st Owner,"₹16,39,000"
2020,MG,HECTOR SHARP DCT PETROL,Automatic,"19,456 km",PetrolGJ-06,1st Owner,"₹15,67,000"
2019,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"36,784 km",PetrolGJ-27,2nd Owner,"₹7,11,000"
2020,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"49,664 km",DieselGJ-01,1st Owner,"₹9,81,000"
2021,Mahindra,Thar LX  4WD AT CONVERTIBLE,Automatic,"5,857 km",PetrolGJ-23,1st Owner,"₹16,00,000"
2021,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,324 km",PetrolGJ-16,1st Owner,"₹5,46,000"
2019,KIA,SELTOS GTX 1.4 GDI AT PETROL,Automatic,"61,151 km",PetrolGJ-05,1st Owner,"₹12,89,000"
2019,Tata,Harrier XM 2.0L Kryotec,Manual,"56,932 km",DieselGJ-01,1st Owner,"₹13,11,000"
2020,Hyundai,VENUE 1.0L Turbo GDI SX MT,Manual,"21,190 km",PetrolGJ-15,1st Owner,"₹9,49,000"
